feature_1,feature_2,feature_3,feature_4,feature_5,target
0.4967141530112327,-0.42375968202270325,-2.0354841914616655,-0.14342321645892908,0.3482862476668184,17.307678077646326
-0.13826430117118466,-0.45341410838385404,-0.9164983891609586,-0.03265590374030994,0.28332359253566647,5.3749792174035065
0.6476885381006925,-1.795643172630015,-1.7921431831354286,0.06429487858758168,-0.9365198458054912,25.864829674845122
1.5230298564080254,-0.3300901917014373,0.3312541408383587,0.9468614616461799,0.5795842217637382,32.39915922568659
-0.23415337472333597,0.732829081821745,3.5915355943857383,-0.7472173084867436,-1.490082675576618,-15.430244578427219
-0.23413695694918055,-1.2742321190767951,-2.313126471423614,-0.8463469915126599,-0.6541843257603286,11.599954232865562
1.5792128155073915,1.0484826510505925,3.0024614933052423,1.2366197421429752,-1.9990878128978078,-10.075368389178129
0.7674347291529088,0.4877748210843382,-2.345016217040663,-0.4626447418812982,1.5586265169628146,22.71808364272986
-0.4694743859349521,-0.7342333219710379,-2.5428816374906527,-1.2630353535770662,-0.23154949394529548,6.2492137810572235
0.5425600435859647,-0.14152963733784743,2.45578385502964,-0.48512994209987004,2.1668840348163116,43.67153240773413
-0.46341769281246226,1.598321807641033,2.76580913402285,-0.3300527352440008,0.802949926519495,-16.946667456976492
-0.46572975357025687,0.7335478135058658,2.554229810287963,1.554962727725765,0.44809821335102445,-24.990816750458514
0.24196227156603412,0.008783654898147817,-3.9473922246544237,0.9248262123767372,-0.5862276942809993,-17.57179411492739
-1.913280244657798,-0.2376833169609843,-1.3978529342161523,1.1475206166322423,-1.04635003568742,-60.51169064905447
-1.7249178325130328,0.07660907045165961,2.468965776009964,0.819973642346786,0.5229715738969453,-33.24208354310557
-0.5622875292409727,-0.5117635579423034,0.12462552169168382,0.9462436716153141,-0.07151400927298215,-13.88820529383307
-1.0128311203344238,-2.1047495057190146,-3.2210785385923923,-0.6880821265803181,-1.339270315485301,-2.3218033726094287
0.3142473325952739,2.042177910534731,1.3749538173763252,-0.19860215535348436,-1.5168584165083185,-36.26611644863369
-0.9080240755212109,0.15532499919940146,-2.1444217769744114,-0.9899153130235488,-0.9587037291435838,-23.49516551974417
-1.4123037013352915,0.3981472651225371,5.383574545176636,-0.21048803053703335,1.8209672252662306,-4.500444504825117
